CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL2012199684,1306-0,ASSAULT,11/17/2012 10:54:00 PM,11/17/2012 10:54:00 PM,7,"900 W MONTAGUE AVE
Salt lake City, Utah
(40.749058894000484, -111.9169491349997)","900 W MONTAGUE AVE
Salt lake City, Utah
(40.749058894000484, -111.9169491349997)"
SL2012187483,1313-0,ASSAULT,10/27/2012 06:45:00 AM,10/27/2012 06:45:00 AM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL201294696,1313-0,ASSAULT,06/05/2012 06:02:00 PM,06/05/2012 05:45:00 PM,3,"700 E VIANNA AVE
Salt lake City, Utah
(40.777921834000495, -111.8663283039997)","700 E VIANNA AVE
Salt lake City, Utah
(40.777921834000495, -111.8663283039997)"
SL201287632,1316-3,ASSAULT,05/25/2012 01:43:00 PM,05/24/2012 01:00:00 PM,5,"700 S GLENDALE ST
Salt lake City, Utah
(40.754013226000495, -111.92342214899969)","700 S GLENDALE ST
Salt lake City, Utah
(40.754013226000495, -111.92342214899969)"
SL201258714,1313-0,ASSAULT,04/09/2012 08:30:00 PM,04/09/2012 08:30:00 PM,2,"1000 W WENCO CIR
Salt lake City, Utah
(40.73512202100045, -111.92158150099971)","1000 W WENCO CIR
Salt lake City, Utah
(40.73512202100045, -111.92158150099971)"
SL20129693,1316-2,ASSAULT,01/17/2012 03:49:00 PM,01/17/2012 03:49:00 PM,3,"900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)","900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)"
SL201232626,1304-0,ASSAULT,02/26/2012 02:01:00 AM,02/26/2012 02:01:00 AM,1,"100 N 800 W
Salt lake City, Utah
(40.771703484000454, -111.91381403599968)","100 N 800 W
Salt lake City, Utah
(40.771703484000454, -111.91381403599968)"
SL2012123705,1316-2,ASSAULT,07/18/2012 11:02:00 PM,07/18/2012 11:02:00 PM,4,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL2012189545,1313-0,ASSAULT,10/31/2012 01:47:00 AM,10/31/2012 01:47:00 AM,4,"600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)","600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)"
SL2012168844,1313-0,ASSAULT,09/25/2012 07:56:00 PM,09/25/2012 07:56:00 PM,3,"300 N 1200 W
Salt lake City, Utah
(40.77597273200047, -111.92538219199969)","300 N 1200 W
Salt lake City, Utah
(40.77597273200047, -111.92538219199969)"
SL201236205,1313-0,ASSAULT,03/03/2012 02:19:00 PM,03/03/2012 02:19:00 PM,7,"400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)","400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)"
SL201238877,1313-0,ASSAULT,03/08/2012 01:35:00 AM,03/08/2012 01:35:00 AM,5,"500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)","500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)"
SL2012203966,1313-0,ASSAULT,11/26/2012 09:41:00 PM,11/26/2012 09:41:00 PM,2,"3RD AVE / B ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","3RD AVE / B ST
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012100290,1316-2,ASSAULT,06/14/2012 04:18:00 PM,06/14/2012 04:18:00 PM,5,"500 E 300 S
Salt lake City, Utah
(40.76281349700048, -111.87664750199968)","500 E 300 S
Salt lake City, Utah
(40.76281349700048, -111.87664750199968)"
SL2012220788,1303-0,ASSAULT,12/29/2012 08:31:00 PM,12/29/2012 08:31:00 PM,7,"500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)","500 S 500 E
Salt lake City, Utah
(40.758393224000486, -111.8768409549997)"
SL201249792,1316-2,ASSAULT,03/25/2012 08:53:00 PM,03/25/2012 08:53:00 PM,1,"300 S 600 W
Salt lake City, Utah
(40.762390422000465, -111.9082065929997)","300 S 600 W
Salt lake City, Utah
(40.762390422000465, -111.9082065929997)"
SL2012102430,1313-0,ASSAULT,06/17/2012 11:24:00 PM,06/17/2012 11:24:00 PM,1,"1600 W BRIAR ROSE PL
Salt lake City, Utah
(40.733841853000456, -111.9372453799997)","1600 W BRIAR ROSE PL
Salt lake City, Utah
(40.733841853000456, -111.9372453799997)"
SL2012201459,1316-2,ASSAULT,11/21/2012 01:42:00 PM,11/21/2012 01:42:00 PM,4,"2700 E COMMONWEALTH AVE
Salt lake City, Utah
(40.72502191800049, -111.8128800289997)","2700 E COMMONWEALTH AVE
Salt lake City, Utah
(40.72502191800049, -111.8128800289997)"
SL2012160212,1313-0,ASSAULT,09/11/2012 10:26:00 PM,09/11/2012 10:26:00 PM,3,"900 E 200 S
Salt lake City, Utah
(40.74955054500049, -111.8854063929997)","900 E 200 S
Salt lake City, Utah
(40.74955054500049, -111.8854063929997)"
SL2012218599,1313-0,ASSAULT,12/24/2012 08:11:00 PM,12/24/2012 08:11:00 PM,2,"700 N 300 W
Salt lake City, Utah
(40.784382046000474, -111.89966080399967)","700 N 300 W
Salt lake City, Utah
(40.784382046000474, -111.89966080399967)"
SL2012150409,1313-0,ASSAULT,08/27/2012 07:26:00 PM,08/27/2012 07:26:00 PM,2,"200 N 800 W
Salt lake City, Utah
(40.77378041300045, -111.91382288999966)","200 N 800 W
Salt lake City, Utah
(40.77378041300045, -111.91382288999966)"
SL2012132468,1316-2,ASSAULT,07/31/2012 07:18:00 PM,07/31/2012 07:15:00 PM,3,"200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)","200 W 500 S
Salt lake City, Utah
(40.758497785000486, -111.89693636999971)"
SL201238221,1313-0,ASSAULT,03/07/2012 12:46:00 AM,03/07/2012 12:46:00 AM,4,"200 S 500 E
Salt lake City, Utah
(40.76493388600045, -111.8768138849997)","200 S 500 E
Salt lake City, Utah
(40.76493388600045, -111.8768138849997)"
SL201246517,1316-2,ASSAULT,03/20/2012 05:44:00 PM,03/20/2012 05:44:00 PM,3,"400 E BLAINE AVE
Salt lake City, Utah
(40.732628348000446, -111.87951582299968)","400 E BLAINE AVE
Salt lake City, Utah
(40.732628348000446, -111.87951582299968)"
SL201280809,1313-0,ASSAULT,05/14/2012 09:59:00 PM,05/14/2012 09:04:00 PM,2,"2300 S 900 E
Salt lake City, Utah
(40.72091969000047, -111.86542507699971)","2300 S 900 E
Salt lake City, Utah
(40.72091969000047, -111.86542507699971)"
SL2012217193,1316-2,ASSAULT,12/21/2012 09:27:00 PM,12/21/2012 09:27:00 PM,6,"200 S MAIN ST
Salt lake City, Utah
(40.773900565000474, -111.89108483699971)","200 S MAIN ST
Salt lake City, Utah
(40.773900565000474, -111.89108483699971)"
SL201219336,1305-0,ASSAULT,02/03/2012 03:47:00 PM,02/03/2012 02:12:00 PM,6,"1800 W SPRINGFIELD RD
Salt lake City, Utah
(40.79962813600048, -111.9436123919997)","1800 W SPRINGFIELD RD
Salt lake City, Utah
(40.79962813600048, -111.9436123919997)"
SL2012221700,1313-0,ASSAULT,12/31/2012 10:06:00 PM,12/31/2012 10:06:00 PM,2,"1500 S 700 E
Salt lake City, Utah
(40.737083810000456, -111.87121302799972)","1500 S 700 E
Salt lake City, Utah
(40.737083810000456, -111.87121302799972)"
SL2012137416,1313-0,ASSAULT,08/08/2012 02:12:00 PM,08/08/2012 02:12:00 PM,4,"200 N ADMIRAL BYRD RD
Salt lake City, Utah
(40.77295402800047, -112.02183001699967)","200 N ADMIRAL BYRD RD
Salt lake City, Utah
(40.77295402800047, -112.02183001699967)"
SL2012184118,1313-0,ASSAULT,10/21/2012 08:35:00 AM,10/21/2012 08:35:00 AM,1,"800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)","800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)"
SL201283539,1303-0,ASSAULT,05/19/2012 01:07:00 AM,05/19/2012 01:07:00 AM,7,"500 N REDWOOD RD
Salt lake City, Utah
(40.78028133000049, -111.93936157599967)","500 N REDWOOD RD
Salt lake City, Utah
(40.78028133000049, -111.93936157599967)"
SL2012128221,1313-0,ASSAULT,07/25/2012 12:20:00 PM,07/25/2012 12:20:00 PM,4,"500 S FOOTHILL DR
Salt lake City, Utah
(40.75832528000046, -111.83873091699968)","500 S FOOTHILL DR
Salt lake City, Utah
(40.75832528000046, -111.83873091699968)"
SL201241187,1316-2,ASSAULT,03/11/2012 06:42:00 PM,03/11/2012 06:42:00 PM,1,"700 E 10TH AVE
Salt lake City, Utah
(40.78069582900048, -111.86845917299968)","700 E 10TH AVE
Salt lake City, Utah
(40.78069582900048, -111.86845917299968)"
SL201217739,1313-0,ASSAULT,01/31/2012 08:24:00 PM,01/31/2012 08:24:00 PM,3,"1200 W NORTH TEMPLE ST
Salt lake City, Utah
(40.771613854000464, -111.9264635449997)","1200 W NORTH TEMPLE ST
Salt lake City, Utah
(40.771613854000464, -111.9264635449997)"
SL2012107532,1313-0,ASSAULT,06/25/2012 01:19:00 PM,06/25/2012 01:19:00 PM,2,"600 S 300 W
Salt lake City, Utah
(40.75621014900048, -111.89972319599968)","600 S 300 W
Salt lake City, Utah
(40.75621014900048, -111.89972319599968)"
SL2012168902,1399-0,ASSAULT,09/25/2012 09:15:00 PM,09/25/2012 09:15:00 PM,3,"1600 W TALISMAN CIR
Salt lake City, Utah
(40.78787846500046, -111.93694792099967)","1600 W TALISMAN CIR
Salt lake City, Utah
(40.78787846500046, -111.93694792099967)"
SL2012173972,1316-2,ASSAULT,10/03/2012 10:00:00 PM,10/03/2012 10:00:00 PM,4,"900 E 1300 S
Salt lake City, Utah
(40.7416238940005, -111.86520878299967)","900 E 1300 S
Salt lake City, Utah
(40.7416238940005, -111.86520878299967)"
SL2012172148,1313-0,ASSAULT,09/30/2012 11:47:00 PM,09/30/2012 11:47:00 PM,1,"00 E CLEVELAND AVE
Salt lake City, Utah
(40.73836277300046, -111.87532684899969)","00 E CLEVELAND AVE
Salt lake City, Utah
(40.73836277300046, -111.87532684899969)"
SL2012137115,1313-0,ASSAULT,08/07/2012 11:51:00 PM,08/07/2012 11:51:00 PM,3,"1700 S WEST TEMPLE ST
Salt lake City, Utah
(40.73341275600046, -111.8939932669997)","1700 S WEST TEMPLE ST
Salt lake City, Utah
(40.73341275600046, -111.8939932669997)"
SL2012101522,1316-2,ASSAULT,06/16/2012 02:11:00 PM,06/13/2012 04:00:00 PM,4,"400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)","400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)"
SL201232222,1313-0,ASSAULT,02/25/2012 02:04:00 PM,02/25/2012 02:04:00 PM,7,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012124814,1316-4,ASSAULT,07/20/2012 03:03:00 PM,07/12/2012 12:00:00 PM,5,"1300 N CAPISTRANO DR
Salt lake City, Utah
(40.79682060200048, -111.92385457999967)","1300 N CAPISTRANO DR
Salt lake City, Utah
(40.79682060200048, -111.92385457999967)"
SL2012145727,1313-0,ASSAULT,08/20/2012 08:38:00 PM,08/20/2012 08:38:00 PM,2,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL2012133711,1313-0,ASSAULT,08/02/2012 06:34:00 PM,08/02/2012 05:18:00 PM,5,"1100 S CONCORD ST
Salt lake City, Utah
(40.74542684700049, -111.92676342699968)","1100 S CONCORD ST
Salt lake City, Utah
(40.74542684700049, -111.92676342699968)"
SL201281105,1316-2,ASSAULT,05/15/2012 02:13:00 PM,05/15/2012 02:13:00 PM,3,"700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77162788600049, -111.91150595399967)","700 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77162788600049, -111.91150595399967)"
SL2012106811,1313-0,ASSAULT,06/24/2012 08:50:00 AM,06/23/2012 08:30:00 PM,7,"2600 N 2000 W
Salt lake City, Utah
(40.70009127500049, -111.94465573999969)","2600 N 2000 W
Salt lake City, Utah
(40.70009127500049, -111.94465573999969)"
SL201296817,1313-0,ASSAULT,06/08/2012 10:31:00 PM,06/08/2012 10:31:00 PM,6,"1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)","1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)"
SL2012210172,1313-0,ASSAULT,12/07/2012 09:50:00 PM,12/07/2012 09:50:00 PM,6,"1200 W 600 S
Salt lake City, Utah
(40.75631953700048, -111.92573995399971)","1200 W 600 S
Salt lake City, Utah
(40.75631953700048, -111.92573995399971)"
SL201292310,1313-0,ASSAULT,06/01/2012 11:41:00 PM,06/01/2012 11:41:00 PM,6,"200 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77160953300046, -111.8970075689997)","200 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77160953300046, -111.8970075689997)"
SL2012154744,1313-0,ASSAULT,09/03/2012 12:26:00 PM,09/03/2012 12:26:00 PM,2,"2600 S GREEN ST
Salt lake City, Utah
(40.714070636000486, -111.87261721699969)","2600 S GREEN ST
Salt lake City, Utah
(40.714070636000486, -111.87261721699969)"
SL20128397,1313-0,ASSAULT,01/15/2012 03:25:00 AM,01/15/2012 03:25:00 AM,1,"2100 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77160192600047, -111.95136271399969)","2100 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77160192600047, -111.95136271399969)"
SL2012109941,1313-0,ASSAULT,06/28/2012 09:45:00 PM,06/28/2012 09:45:00 PM,5,"900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)","900 S MAIN ST
Salt lake City, Utah
(40.749691725000446, -111.8910753889997)"
SL201253910,1305-0,ASSAULT,04/01/2012 03:09:00 PM,04/01/2012 03:09:00 PM,1,"1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)","1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)"
SL201277348,1316-4,ASSAULT,05/09/2012 10:01:00 AM,05/09/2012 10:01:00 AM,4,"100 S DOOLEY CT
Salt lake City, Utah
(40.766373247000445, -111.86708078299966)","100 S DOOLEY CT
Salt lake City, Utah
(40.766373247000445, -111.86708078299966)"
SL2012187824,1313-0,ASSAULT,10/27/2012 08:52:00 PM,10/27/2012 08:52:00 PM,7,"1800 W SIR JEFFREY DR
Salt lake City, Utah
(40.78326070200046, -111.94372740399967)","1800 W SIR JEFFREY DR
Salt lake City, Utah
(40.78326070200046, -111.94372740399967)"
SL2012174428,1316-2,ASSAULT,10/04/2012 05:41:00 PM,10/04/2012 05:41:00 PM,5,"500 W 200 S
Salt lake City, Utah
(40.765116719000446, -111.90556798399967)","500 W 200 S
Salt lake City, Utah
(40.765116719000446, -111.90556798399967)"
SL2012141045,1313-0,ASSAULT,08/13/2012 10:17:00 PM,08/13/2012 10:17:00 PM,2,"700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)","700 N 900 W
Salt lake City, Utah
(40.78466103700049, -111.91681206799967)"
SL2012194716,1313-0,ASSAULT,11/08/2012 08:19:00 PM,11/08/2012 08:19:00 PM,5,"2100 S 500 E
Salt lake City, Utah
(40.72538434600045, -111.87681675699969)","2100 S 500 E
Salt lake City, Utah
(40.72538434600045, -111.87681675699969)"
SL2012147082,1302-0,ASSAULT,08/22/2012 09:10:00 PM,08/22/2012 09:10:00 PM,4,"200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)","200 E 400 S
Salt lake City, Utah
(40.76055413600045, -111.8852389919997)"
SL2012208117,1316-2,ASSAULT,12/04/2012 09:21:00 AM,12/02/2012 10:30:00 AM,1,"1400 E 900 S
Salt lake City, Utah
(40.74939383500049, -111.85101654199968)","1400 E 900 S
Salt lake City, Utah
(40.74939383500049, -111.85101654199968)"
SL2012165782,1313-0,ASSAULT,09/20/2012 09:31:00 PM,09/20/2012 07:56:00 PM,5,"300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)","300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)"
SL201215579,1313-0,ASSAULT,01/28/2012 12:13:00 AM,01/28/2012 12:13:00 AM,7,"300 N C ST
Salt lake City, Utah
(40.77633134200045, -111.88051303799966)","300 N C ST
Salt lake City, Utah
(40.77633134200045, -111.88051303799966)"
SL2012200766,1303-0,ASSAULT,11/20/2012 08:33:00 AM,11/20/2012 08:33:00 AM,3,"1500 W 900 S
Salt lake City, Utah
(40.7502773920005, -111.9336085859997)","1500 W 900 S
Salt lake City, Utah
(40.7502773920005, -111.9336085859997)"
SL201235970,1305-0,ASSAULT,03/03/2012 02:13:00 AM,03/03/2012 02:13:00 AM,7,"100 W 400 S
Salt lake City, Utah
(40.760711195000454, -111.89406707999967)","100 W 400 S
Salt lake City, Utah
(40.760711195000454, -111.89406707999967)"
SL2012136165,1316-2,ASSAULT,08/05/2012 06:38:00 PM,08/05/2012 06:38:00 PM,1,"400 E HOLLYWOOD AVE
Salt lake City, Utah
(40.727147395000486, -111.87953031399968)","400 E HOLLYWOOD AVE
Salt lake City, Utah
(40.727147395000486, -111.87953031399968)"
SL201287540,1313-0,ASSAULT,05/25/2012 10:20:00 AM,05/25/2012 09:53:00 AM,6,"100 S 400 W
Salt lake City, Utah
(40.76708191600045, -111.90268138499971)","100 S 400 W
Salt lake City, Utah
(40.76708191600045, -111.90268138499971)"
SL2012127459,1313-0,ASSAULT,07/24/2012 11:46:00 AM,07/24/2012 11:39:00 AM,3,"700 S 200 E
Salt lake City, Utah
(40.75407139400045, -111.88541572099967)","700 S 200 E
Salt lake City, Utah
(40.75407139400045, -111.88541572099967)"
SL2012121957,1313-0,ASSAULT,07/16/2012 12:14:00 PM,07/16/2012 12:14:00 PM,2,"200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)","200 S 500 W
Salt lake City, Utah
(40.764841136000484, -111.9054845719997)"
SL2012167822,1302-0,ASSAULT,09/24/2012 01:31:00 AM,09/24/2012 01:31:00 AM,2,"1400 S ROBERTA ST
Salt lake City, Utah
(40.739063314000475, -111.8839845869997)","1400 S ROBERTA ST
Salt lake City, Utah
(40.739063314000475, -111.8839845869997)"
SL2012148567,1313-0,ASSAULT,08/25/2012 12:14:00 AM,08/25/2012 12:14:00 AM,7,"600 S REDWOOD RD
Salt lake City, Utah
(40.7561771070005, -111.93906526499967)","600 S REDWOOD RD
Salt lake City, Utah
(40.7561771070005, -111.93906526499967)"
SL2012164048,1313-0,ASSAULT,09/17/2012 09:57:00 PM,09/17/2012 09:30:00 PM,2,"300 N C ST
Salt lake City, Utah
(40.77633134200045, -111.88051303799966)","300 N C ST
Salt lake City, Utah
(40.77633134200045, -111.88051303799966)"
SL2012140977,1305-0,ASSAULT,08/13/2012 08:03:00 PM,08/13/2012 08:03:00 PM,2,"2200 S 700 E
Salt lake City, Utah
(40.72289135300048, -111.8712667429997)","2200 S 700 E
Salt lake City, Utah
(40.72289135300048, -111.8712667429997)"
SL201278186,1313-0,ASSAULT,05/10/2012 04:32:00 PM,05/10/2012 04:32:00 PM,5,"1300 S WEST TEMPLE ST
Salt lake City, Utah
(40.74151196300045, -111.8939739119997)","1300 S WEST TEMPLE ST
Salt lake City, Utah
(40.74151196300045, -111.8939739119997)"
SL2012126577,1313-0,ASSAULT,07/23/2012 11:00:00 AM,07/23/2012 09:51:00 AM,2,"200 E 600 S
Salt lake City, Utah
(40.756285051000475, -111.88523903699968)","200 E 600 S
Salt lake City, Utah
(40.756285051000475, -111.88523903699968)"
SL201275098,1313-0,ASSAULT,05/05/2012 04:36:00 PM,05/05/2012 04:36:00 PM,7,"900 S CONNOR ST
Salt lake City, Utah
(40.74955046400049, -111.8295846959997)","900 S CONNOR ST
Salt lake City, Utah
(40.74955046400049, -111.8295846959997)"
SL2012167849,1316-2,ASSAULT,09/24/2012 05:06:00 AM,09/24/2012 05:06:00 AM,2,"5500 W HAROLD GATTY DR
Salt lake City, Utah
(40.78132285100048, -112.02445895399967)","5500 W HAROLD GATTY DR
Salt lake City, Utah
(40.78132285100048, -112.02445895399967)"
SL201285341,1313-0,ASSAULT,05/21/2012 09:51:00 PM,05/21/2012 09:02:00 PM,2,"200 S 800 E
Salt lake City, Utah
(40.76491220300045, -111.86829563199967)","200 S 800 E
Salt lake City, Utah
(40.76491220300045, -111.86829563199967)"
SL2012161331,1313-0,ASSAULT,09/13/2012 07:10:00 PM,09/13/2012 07:10:00 PM,5,"300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)","300 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.89979164699969)"
SL201270149,1305-0,ASSAULT,04/27/2012 07:09:00 PM,04/27/2012 07:09:00 PM,6,"400 S POST ST
Salt lake City, Utah
(40.76058091600049, -111.91828233899969)","400 S POST ST
Salt lake City, Utah
(40.76058091600049, -111.91828233899969)"
SL201216975,1313-0,ASSAULT,01/30/2012 03:05:00 PM,01/30/2012 03:05:00 PM,2,"1000 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.76933693600046, -111.8623479749997)","1000 E SOUTH TEMPLE ST
Salt lake City, Utah
(40.76933693600046, -111.8623479749997)"
SL201264229,1313-0,ASSAULT,04/18/2012 07:35:00 PM,04/18/2012 07:35:00 PM,4,"1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)","1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)"
SL2012125227,1316-2,ASSAULT,07/21/2012 01:05:00 AM,07/21/2012 01:05:00 AM,7,"500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)","500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)"
SL2012217013,1313-0,ASSAULT,12/21/2012 02:22:00 PM,12/21/2012 02:22:00 PM,6,"1600 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77165824600047, -111.93656826399967)","1600 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77165824600047, -111.93656826399967)"
SL2012164479,1316-1,ASSAULT,09/18/2012 04:36:00 PM,09/18/2012 04:36:00 PM,3,"2000 E KENSINGTON AVE
Salt lake City, Utah
(40.73639352800046, -111.83349704999966)","2000 E KENSINGTON AVE
Salt lake City, Utah
(40.73639352800046, -111.83349704999966)"
SL201281293,1313-0,ASSAULT,05/15/2012 03:16:00 PM,05/14/2012 03:00:00 PM,2,"1600 S 300 E
Salt lake City, Utah
(40.73477022600048, -111.88254642899972)","1600 S 300 E
Salt lake City, Utah
(40.73477022600048, -111.88254642899972)"
SL201286584,1313-0,ASSAULT,05/23/2012 09:30:00 PM,05/23/2012 09:08:00 PM,4,"1700 N BECK ST
Salt lake City, Utah
(40.804287246000456, -111.9158692039997)","1700 N BECK ST
Salt lake City, Utah
(40.804287246000456, -111.9158692039997)"
SL201213410,1305-0,ASSAULT,01/24/2012 08:56:00 AM,01/24/2012 08:56:00 AM,3,"1800 S 2500 E
Salt lake City, Utah
(40.731411007000474, -111.81951123999971)","1800 S 2500 E
Salt lake City, Utah
(40.731411007000474, -111.81951123999971)"
SL2012158320,1306-0,ASSAULT,09/08/2012 09:31:00 PM,09/08/2012 09:31:00 PM,7,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)"
SL201264838,1313-0,ASSAULT,04/19/2012 06:13:00 PM,04/19/2012 06:13:00 PM,5,"500 W 300 N
Salt lake City, Utah
(40.775907273000485, -111.90559956099969)","500 W 300 N
Salt lake City, Utah
(40.775907273000485, -111.90559956099969)"
SL2012221641,1313-0,ASSAULT,12/31/2012 08:00:00 PM,12/31/2012 08:00:00 PM,2,"300 E 700 S
Salt lake City, Utah
(40.75411646200047, -111.8823688819997)","300 E 700 S
Salt lake City, Utah
(40.75411646200047, -111.8823688819997)"
